Event Type,State,City,Location,Property Type,Authorship 1,Authorship 2,Fatal Victims,Injured,Source,Lat,Lon,Address
Ataque a Propiedad,Cesar,Agustín Codazzi,Zona Rural,Propiedad Rural - Mercancías u objetos materiales,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 4. Pp. 117,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
Ataque a Instituciones,Cesar,Agustín Codazzi,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 5. Pp. 133,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
Sabotaje,Cesar,Agustín Codazzi,,Infraestructura Víal,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 7 y 8. Pp. 64,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
Ataque a Instituciones,Cesar,Agustín Codazzi,,Entidades Públicas,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 7 y 8. Pp. 116,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
Ataque a Propiedad,Cesar,Agustín Codazzi,,Infraestructura Empresarial - Vivienda Urbana,Guerrilla,Guerrilla-ELN,,,Noche y Niebla #10. Pp. 44,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
Ataque a Propiedad,Cesar,Agustín Codazzi,,Propiedad Rural,Guerrilla,Guerrilla-FARC,,,Noche y Niebla #10. Pp. 47,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
Ataque a Instituciones,Cesar,Agustín Codazzi,Cabecera Municipal,Entidad Pública-Vivienda Urbana-Entidad Bancaria,Guerrilla,Guerrilla-FARC,,,Revista Noche y Niebla # 15 Febrero Pp. 37,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
Ataque a Instituciones,Cesar,Agustín Codazzi,Cabecera Municipal,Instituciones Públicas - Vivienda Urbana,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 15 Marzo Pp. 153,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
Sabotaje,Cesar,Agustín Codazzi,Cabecera Municipal,Infraestructura Eléctrica,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 15 Marzo Pp. 166,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
Sabotaje,Cesar,Agustín Codazzi,Vereda La Llanerita,Infraestructura Eléctrica,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 15 Marzo Pp. 171,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
Masacre,Cesar,Agustín Codazzi,Zona Rural,Medios de Transporte,Grupos Paramilitares,Grupos Paramilitares,,,Noche y Niebla # 20 Pp. 60 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003 Pp. 362 Unidad de Justicia y Paz. Masacres en el Cesar,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
Asesinato Selectivo,Cesar,Agustín Codazzi,Corregimiento Casacará,Propiedad Rural,Guerrilla,Guerrilla-FARC, ,,"Revista Noche y Niebla # 20  Abril - Junio  2001, Página 117",10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
Asesinato Selectivo,Cesar,Agustín Codazzi,Corregimiento Casacara,Vivienda,Grupo Armado No Identificado,Grupo Armado No Identificado, ,,Noche y Niebla # 20 Pp. 189,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
Sabotaje,Cesar,Agustín Codazzi,,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 21 Pp. 180,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
Asesinato Selectivo-Quema de Vehículos,Cesar,Agustín Codazzi,Zona Rural,Medio de Transporte,Guerrilla,Guerrilla-FARC, ,,Noche y Niebla # 23 Pp. 106,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
Quema de Vehículos,Cesar,Agustín Codazzi,Corregimiento Casacará,Medios de Transporte,Guerrilla,Guerrilla-FARC y ELN,,, Noche y Niebla # 26 Pp. 64,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
Quema de Vehículos,Cesar,Agustín Codazzi,,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 30 Pp. 121,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
Quema de Vehículos,Cesar,Agustín Codazzi,Vía hacia Becerril,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 30 Pp. 217,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
Quema de Vehículos,Cesar,Agustín Codazzi,Vía hacia la Vereda El Paraiso,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 31 Pp. 138,10.034716,-73.237105,"Codazzi, Agustín Codazzi, Cesar, Colombia"
Sabotaje,Huila,Aipe,Sitio Loma de la Montaña,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla-FARC,,,"Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 99",3.222095,-75.241066,"Aipe, Aipe, Huila, Colombia"
Quema de Vehículos,Huila,Aipe,,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #3. PP. 42",3.222095,-75.241066,"Aipe, Aipe, Huila, Colombia"
Sabotaje,Huila,Aipe,,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #3. PP. 42",3.222095,-75.241066,"Aipe, Aipe, Huila, Colombia"
Sabotaje,Huila,Aipe,IP Santa Rita y La Ceja,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 7 y 8. Pp. 64,3.222095,-75.241066,"Aipe, Aipe, Huila, Colombia"
Sabotaje,Huila,Aipe,Cabecera Municipal,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,,Revista Noche y Niebla # 18 Noviembre Pp. 148,3.222095,-75.241066,"Aipe, Aipe, Huila, Colombia"
Sabotaje,Huila,Aipe,,Infraestructura Energética,Guerrilla,Guerrilla-Sin Identificar,,, Noche y Niebla # 21 Pp. 135,3.222095,-75.241066,"Aipe, Aipe, Huila, Colombia"
Sabotaje,Cundinamarca,Albán,Vereda Namay,Infraestructura Energética,Guerrilla,Guerrilla-CGSB,,25,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 124",4.876248,-74.437772,"Albán, Albán, Cundinamarca, Colombia"
Sabotaje,Cundinamarca,Albán,Alto de La Tribuna,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #3. PP. 44",4.876248,-74.437772,"Albán, Albán, Cundinamarca, Colombia"
Sabotaje,Cundinamarca,Albán,,Infraestructura Víal,Guerrilla,Guerrilla-FARC,,,"Boletin Informativo Justicia y Paz. Volumen 6, No 1.  Enero Marzo   1993. Pp 84",4.876248,-74.437772,"Albán, Albán, Cundinamarca, Colombia"
Sabotaje,Cundinamarca,Albán,Vía a Sasaima,Infraestructura Víal,Guerrilla,Guerrilla-FARC,1,,Noche y Niebla # 5. Pp. 133,4.876248,-74.437772,"Albán, Albán, Cundinamarca, Colombia"
Acciones Bélicas,Nariño,Albán (San Jose),Cabecera Municipal,Entidades Públicas/Viviendas,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 18 Pp. 191,1.474205,-77.081071,"San José, Alban, Nariño, Colombia"
Acciones Bélicas,Nariño,Albán (San Jose),Cabecera Municipal,Vivienda,Guerrilla,Guerrilla-FARC y ELN,,, Noche y Niebla # 22 Pp. 8,1.474205,-77.081071,"San José, Alban, Nariño, Colombia"
Acciones Bélicas,Nariño,Albán (San Jose),Cabecera Municipal,Entidades Públicas/Vivienda,Guerrilla,Guerrilla-FARC y ELN,,, Noche y Niebla # 23 Pp. 12,1.474205,-77.081071,"San José, Alban, Nariño, Colombia"
Ataque a Instituciones,Santander,Albania,,Medios de Transporte,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 126",5.759368,-73.91453,"Albania, Albania, Santander Department, Colombia"
Acciones Bélicas-Ataque a Instituciones,Santander,Albania,Cabecera Municipal,Entidades Públicas/Vivienda,Guerrilla,Guerrilla-FARC y ELN,,,,5.759368,-73.91453,"Albania, Albania, Santander Department, Colombia"
Sabotaje,La Guajira,Albania,,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 24 Pp. 44,11.160651,-72.591907,"Albania, Maicao, La Guajira, Colombia"
Masacre,Caquetá,Albania,,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 25 Pp. 24,1.328981,-75.878407,"Albania, Albania, Caquetá, Colombia"
Sabotaje,La Guajira,Albania,,Infraestructura Energética,Guerrilla,Guerrilla No Identificada,,, Noche y Niebla # 28 Pp. 145,11.160651,-72.591907,"Albania, Maicao, La Guajira, Colombia"
Ataque a Instituciones,Nariño,Aldana,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 6. Pp. 98,0.882544,-77.700425,"Aldana, Aldana, Narino, Colombia"
Masacre,Antioquia,Alejandria,Cabecera Municipal,Vivienda,Grupos Paramilitares,Grupos Paramilitares,,,Noche y Niebla # 12 Pp. 76 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003 Pp. 266 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Pp. 43,6.37488,-75.141637,"Alejandría, Alejandría, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Alejandria,Sitio Alto de Remango,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 16 Abril  Pp. 63,6.37488,-75.141637,"Alejandría, Alejandría, Antioquia, Colombia"
Sabotaje,Antioquia,Alejandría,,Infraestructura de Comunicaciones,Guerrilla,Guerrilla-FARC,,,Justicia y Paz Vol 7 #2,6.37488,-75.141637,"Alejandría, Alejandría, Antioquia, Colombia"
Sabotaje,Magdalena,Algarrobo,,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 20 Pp. 211,10.10004,-74.26663,"Algarrobo, Sabanas de San Ángel, Magdalena, Colombia"
Acciones Bélicas-Ataque a Instituciones,Huila,Algeciras,,Entidades Públicas,Guerrilla,Guerrilla-FARC,,,Noche y Niebla #10. Pp. 88,2.523477,-75.3156939,"Algeciras, Algeciras, Huila, Colombia"
Acciones Bélicas-Ataque a Instituciones,Huila,Algeciras,Cabecera Municipal,Entidades Públicas/Entidad Bancaria,Guerrilla,Guerrilla-FARC,,,,2.523477,-75.3156939,"Algeciras, Algeciras, Huila, Colombia"
Acciones Bélicas,Huila,Algeciras,Cabecera Municipal,Vivienda/Lugares de Culto,Guerrilla,Guerrilla-FARC,,,,2.523477,-75.3156939,"Algeciras, Algeciras, Huila, Colombia"
Acciones Bélicas,Huila,Algeciras,Cabecera Municipal,Entidades Públicas/Lugares de Culto/Vivienda,Guerrilla,Guerrilla-FARC,,,,2.523477,-75.3156939,"Algeciras, Algeciras, Huila, Colombia"
Ataque a Instituciones,Huila,Algeciras,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 28 Pp. 190,2.523477,-75.3156939,"Algeciras, Algeciras, Huila, Colombia"
Quema de Vehículos,Huila,Algeciras,Vereda San Andres,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 32 Pp. 60,2.523477,-75.3156939,"Algeciras, Algeciras, Huila, Colombia"
Ataque a Instituciones,Huila,Algeciras,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla-FARC,,1,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,2.523477,-75.3156939,"Algeciras, Algeciras, Huila, Colombia"
Quema de Vehículos,Huila,Algeciras,,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 39 Pp. 135,2.523477,-75.3156939,"Algeciras, Algeciras, Huila, Colombia"
Atentado Terrorista,Huila,Algeciras,Cabecera Municipal,Entidades Públicas/Establecimientos Comerciales,Guerrilla,Guerrilla-FARC,,,Banco de Datos de Derechos Humanos y Violencia Política,2.523477,-75.3156939,"Algeciras, Algeciras, Huila, Colombia"
Sabotaje,Cauca,Almaguer,,Material Electoral,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 7 #2,1.914182,-76.854839,"Almaguer, Almaguer, Cauca, Colombia"
Sabotaje,Cauca,Almaguer,Caquiona,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #2,1.914182,-76.854839,"Almaguer, Almaguer, Cauca, Colombia"
Sabotaje,Cauca,Almaguer,San Jorge,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #2,1.914182,-76.854839,"Almaguer, Almaguer, Cauca, Colombia"
Sabotaje,Cauca,Almaguer,La Herradura,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #2,1.914182,-76.854839,"Almaguer, Almaguer, Cauca, Colombia"
Sabotaje,Cauca,Almaguer,El Peñol,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #2,1.914182,-76.854839,"Almaguer, Almaguer, Cauca, Colombia"
Acciones Bélicas,Cauca,Almaguer,Cabecera Municipal,Vivienda/Infraestructura de Comunicaciones,Guerrilla,Guerrilla-FARC y ELN,,, Noche y Niebla # 14 Pp. 106,1.914182,-76.854839,"Almaguer, Almaguer, Cauca, Colombia"
Acciones Bélicas-Ataque a Instituciones,Cauca,Almaguer,Cabecera Municipal,Entidades Públicas/Vivienda/Lugares de Culto,Guerrilla,Guerrilla-FARC,,,,1.914182,-76.854839,"Almaguer, Almaguer, Cauca, Colombia"
Acciones Bélicas-Ataque a Instituciones,Cauca,Almaguer,Cabecera Municipal,Entidades Públicas/Institución Educativa/Lugares de Culto/Vivienda,Guerrilla,Guerrilla-FARC y ELN,,,,1.914182,-76.854839,"Almaguer, Almaguer, Cauca, Colombia"
Acciones Bélicas-Ataque a Instituciones,Tolima,Alpujarra,Cabecera Municipal,Entidades Públicas/Viviendas/Lugares de Culto/Establecimiento Comercial,Guerrilla,Guerrilla-FARC,,,,3.391931,-74.932669,"Alpujarrá, Alpujarrá, Tolima, Colombia"
Acciones Bélicas-Ataque a Instituciones,Tolima,Alpujarra,Cabecera Municipal,Entidades Públicas/Vivienda,Guerrilla,Guerrilla-FARC,,,,3.391931,-74.932669,"Alpujarrá, Alpujarrá, Tolima, Colombia"
Sabotaje,Huila,Altamira,Vía a Garzón,Infraestructura Vial,Guerrilla,Guerrilla-FARC,1,,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,2.063112,-75.787545,"Altamira, Altamira, Huila, Colombia"
Masacre,Bolívar,Altos del Rosario,Corregimiento La Pacha,Establecimiento Comercial,Grupos Paramilitares,Grupos Paramilitares,,,Noche y Niebla # 10 Pp. 45 Colombia Nunca Más. Crímenes de Lesa Humanidad. Zona 5 Sur de Bolívar,8.792732,-74.1643652,"Altos del Rosario, Altos Del Rosario, Bolivar, Colombia"
Atentado Terrorista,Bolívar,Altos del Rosario ,,Entidades Públicas,Guerrilla,Guerrilla-FARC,,,Noche y Niebla #14. Pp. 94,8.792732,-74.1643652,"Altos del Rosario, Altos Del Rosario, Bolivar, Colombia"
Sabotaje,Tolima,Alvarado,,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla-FARC,,,"Justicia y Paz. Boletín informativo Enero-Marzo 1988. Volumen 1, N°. 1. Pp. 37",4.566843,-74.953211,"Alvarado, Alvarado, Tolima, Colombia"
Sabotaje,Tolima,Alvarado,Cabecera Municipal,Infraestructura Víal,Guerrilla,Guerrilla-FARC,,,Revista Noche y Niebla # 15 Marzo Pp. 181,4.566843,-74.953211,"Alvarado, Alvarado, Tolima, Colombia"
Sabotaje-Quema de Vehículos,Tolima,Alvarado,,Infraestructura Víal-Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 24 Pp. 6,4.566843,-74.953211,"Alvarado, Alvarado, Tolima, Colombia"
Quema de Vehículos,Tolima,Alvarado,Vía Alvarado - Ibagué,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 28 Pp. 184,4.566843,-74.953211,"Alvarado, Alvarado, Tolima, Colombia"
Quema de Vehículos,Tolima,Alvarado,,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 29 Pp. 155,4.566843,-74.953211,"Alvarado, Alvarado, Tolima, Colombia"
Quema de Vehículos,Tolima,Alvarado,Vía Alvarado - Anzoátegui,Medios de Transporte,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 36 Pp. 148,4.566843,-74.953211,"Alvarado, Alvarado, Tolima, Colombia"
Acciones Bélicas,Antioquia,Amalfi,,Incursión,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, No 3 Pág. 63",6.906448,-75.073161,"Amalfi, Amalfi, Antioquia, Colombia"
Acciones Bélicas-Ataque a Instituciones,Antioquia,Amalfi,Cabecera Municipal,Entidad Bancaria/ Entidades Públicas,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol. 6 No 4 Pp. 30,6.906448,-75.073161,"Amalfi, Amalfi, Antioquia, Colombia"
Ataque a Instituciones,Antioquia,Amalfi,Sitio El mango,Infraestructura Empresarial,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 8 #2. Pp. 95",6.906448,-75.073161,"Amalfi, Amalfi, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Amalfi,"Vía al Corregimiento Porce - Sitios El tapón, El Guineo y Hojas Anchas.",Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 7 y 8. Pp. 96,6.906448,-75.073161,"Amalfi, Amalfi, Antioquia, Colombia"
Masacre,Antioquia,Amalfi,,Infraestructura Energética-Medios de Transporte ,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 9 Pp. 45,6.906448,-75.073161,"Amalfi, Amalfi, Antioquia, Colombia"
Sabotaje,Antioquia,Amalfi,Caserío Chorritos,Infraestructura de Comunicaciones,Guerrilla,Guerrilla-ELN,,,Noche y Niebla #10. Pp. 43,6.906448,-75.073161,"Amalfi, Amalfi, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Amalfi,,Medios de Transporte,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 19 Pp. 187,6.906448,-75.073161,"Amalfi, Amalfi, Antioquia, Colombia"
Sabotaje,Valle del Cauca,Andalucía,Vereda Tamboral,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-CGSB,,,Justicia y Paz Vol 5 #2,4.168711,-76.167375,"Andalucía, Andalucía, Valle del Cauca, Colombia"
Ataque a Organizaciones,Antioquia,Andes,Cabecera Municipal,Sede de Partido Político,Grupo Armado No Identificado,Grupo Armado No Identificado,,3,Justicia y Paz Vol 7 #1,5.656421,-75.879654,"Andes, Andes, Antioquia, Colombia"
Ataque a Propiedad,Antioquia,Andes,ID Santa Rita,Propiedad Rural,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #3,5.656421,-75.879654,"Andes, Andes, Antioquia, Colombia"
Ataque a Propiedad,Antioquia,Andes,ID Santa Rita,Propiedad Rural,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #3,5.656421,-75.879654,"Andes, Andes, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Andes,,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 7 y 8. Pp. 63,5.656421,-75.879654,"Andes, Andes, Antioquia, Colombia"
Ataque a Propiedad,Antioquia,Andes,,Propiedad Rural - Mercancías ,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 7 y 8. Pp. 90,5.656421,-75.879654,"Andes, Andes, Antioquia, Colombia"
Sabotaje,Antioquia,Angostura,Veredas La Milagrosa y San Vicente,Infraestructura Eléctrica ,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 83",6.885648,-75.335829,"Angostura, Angostura, Antioquia, Colombia"
Acciones Bélicas-Ataque a Instituciones,Antioquia,Angostura,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla-FARC,,,,6.885648,-75.335829,"Angostura, Angostura, Antioquia, Colombia"
Sabotaje,Antioquia,Angostura,Zona Rural,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 6. Pp. 102,6.885648,-75.335829,"Angostura, Angostura, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Angostura,Sitio Vuelta de Olvido - Vía Angostura-Carolina,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Revista Noche y Niebla # 17 Agosto Pp. 166,6.885648,-75.335829,"Angostura, Angostura, Antioquia, Colombia"
Sabotaje,Antioquia,Angostura,,Infraestructura Eléctrica,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 19 Pp. 181,6.885648,-75.335829,"Angostura, Angostura, Antioquia, Colombia"
Ataque a Propiedad,Antioquia,Angostura,,Infraestructura Empresarial  ,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 22 Pp. 87,6.885648,-75.335829,"Angostura, Angostura, Antioquia, Colombia"
Sabotaje,Antioquia,Angostura,Zona Rural,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 28 Pp. 202,6.885648,-75.335829,"Angostura, Angostura, Antioquia, Colombia"
Sabotaje,Antioquia,Anorí, Vereda Providencia,Infraestructura Eléctrica,Guerrilla,Guerrilla-ELN,,,"Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 69",7.073562,-75.147287,"Anorí, Anorí, Antioquia, Colombia"
Sabotaje,Antioquia,Anorí,,Infraestructura energética,Guerrilla,Guerrilla-Sin Identificar,,,"Boletin Informativo Justicia y Paz, Volumen 3 #1. Pp. 77",7.073562,-75.147287,"Anorí, Anorí, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Anorí,Zona Rural,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 1. Pp. 80,7.073562,-75.147287,"Anorí, Anorí, Antioquia, Colombia"
Ataque a Propiedad,Antioquia,Anorí,Vereda El Carmen,Propiedad Rural,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 6. Pp. 100,7.073562,-75.147287,"Anorí, Anorí, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Anorí,Sitio El Roble,Medios de Transporte,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 19 Pp. 36,7.073562,-75.147287,"Anorí, Anorí, Antioquia, Colombia"
Sabotaje,Antioquia,Anorí,Zona Rural,Infraestructura Eléctrica,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 23 Pp. 30,7.073562,-75.147287,"Anorí, Anorí, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Anorí,Vía Anorí - Medellín. Sitio El Roble,Medios de Transporte,Guerrilla,Guerrilla-FARC y ELN,,, Noche y Niebla # 24 Pp. 121,7.073562,-75.147287,"Anorí, Anorí, Antioquia, Colombia"
Quema de Vehículos,Caldas,Anserma,,Medios de Transporte,Grupo Armado No Identificado,Grupo Armado No Identificado,,,"Justicia y Paz. Boletín informativo Octubre-Diciembre 1988. Volumen 1, N°.4. Pp. 42",5.242598,-75.781831,"Anserma, Anserma, Caldas, Colombia"
Ataque a Propiedad,Caldas,Anserma,Zona Rural,Propiedad Rural,Guerrilla,Guerrilla-ELN,,,"Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 40",5.242598,-75.781831,"Anserma, Anserma, Caldas, Colombia"
Quema de Vehículos,Caldas,Anserma,Caserío Tabla Roja,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 1. Pp. 78,5.242598,-75.781831,"Anserma, Anserma, Caldas, Colombia"
Quema de Vehículos,Caldas,Anserma,Sitio Las Partidas,Medios de Transporte,Guerrilla,Guerrilla-EPL,,,Noche y Niebla #12. Pp. 95,5.242598,-75.781831,"Anserma, Anserma, Caldas, Colombia"
Quema de Vehículos,Caldas,Anserma,Vía a Medellín - Sector Partidas,Medios de Transporte,Guerrilla,Guerrilla-EPL,,,Noche y Niebla #13. Pp. 125,5.242598,-75.781831,"Anserma, Anserma, Caldas, Colombia"
Quema de Vehículos,Caldas,Anserma,Sitio Partidas,Medios de Transporte,Guerrilla,Guerrilla-EPL,,,Revista Noche y Niebla # 18 Diciembre Pp. 185,5.242598,-75.781831,"Anserma, Anserma, Caldas, Colombia"
Quema de Vehículos,Caldas,Anserma,IP. La Rica,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 29 Pp. 241,5.242598,-75.781831,"Anserma, Anserma, Caldas, Colombia"
Sabotaje,Antioquia,Antioquia,,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,,Justicia y Paz Vol 7 #3,5.79434,-74.6623,"Antioquia, Sonsón, Antioquia, Colombia"
Sabotaje,Antioquia,Antioquia,IP El Pescado,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 7 y 8. Pp. 60,5.79434,-74.6623,"Antioquia, Sonsón, Antioquia, Colombia"
